Bokföringsdatum;Valutadatum;Verifikationsnummer;Text;Belopp;Saldo
2025-02-11;2025-02-11;5484401017;SL          /25-02-10;-43.000;3664.060
2025-02-11;2025-02-11;5484124545;IKEA GALLERI/25-02-10;-539.000;3707.060
2025-02-10;2025-02-10;5490990004;PETER HENELL;3000.000;4246.060
2025-02-10;2025-02-08;5490990789;EVENTIM SVER;-500.000;1246.060
2025-02-10;2025-02-08;5484571660;RESTAURANG S/25-02-07;-318.000;1746.060
2025-02-10;2025-02-08;5484320405;COOP KONSUM /25-02-07;-88.470;2064.060
2025-02-07;2025-02-07;5484588161;COOR POSTNOR/25-02-06;-122.000;2152.530
2025-02-07;2025-02-07;5484132710;SL          /25-02-06;-86.000;2274.530
2025-02-06;2025-02-06;5484652903;COOR POSTNOR/25-02-05;-122.000;2360.530
2025-02-06;2025-02-06;5484820437;SL          /25-02-05;-86.000;2482.530
2025-02-05;2025-02-05;5484353326;SL          /25-02-04;-86.000;2568.530
2025-02-05;2025-02-05;5484086779;PRIME BURGER/25-02-04;-1175.900;2654.530
2025-02-04;2025-02-04;5484566105;COOP KONSUM /25-02-03;-508.130;3830.430
2025-02-04;2025-02-04;5484520772;SL          /25-02-03;-86.000;4338.560
2025-02-04;2025-02-04;5490990789;46738674668;375.000;4424.560
2025-02-04;2025-02-04;5490990789;46702883040;370.000;4049.560
2025-02-03;2025-02-03;5484795321;SL          /25-02-02;-86.000;3679.560
2025-02-03;2025-02-02;5484571637;RESTAURANG S/25-02-01;-318.000;3765.560
2025-02-03;2025-02-02;5484350210;COOP KONSUM /25-02-01;-43.740;4083.560
2025-02-03;2025-02-02;5484314027;SL          /25-02-01;-43.000;4127.300
2025-02-03;2025-02-01;5490990004;PETER HENELL;3000.000;4170.300
2025-01-31;2025-01-31;5484374397;OLD BEEFEATE/25-01-30;-512.000;1170.300
2025-01-31;2025-01-31;5484374382;OLD BEEFEATE/25-01-30;-82.000;1682.300
2025-01-31;2025-01-31;5484373089;MIKKELLER SO/25-01-30;-75.000;1764.300
2025-01-31;2025-01-31;5484050702;COOP KONSUM /25-01-30;-22.950;1839.300
2025-01-31;2025-01-31;5484876414;SL          /25-01-30;-86.000;1862.250
2025-01-30;2025-01-30;5484560435;COOR POSTNOR/25-01-29;-110.000;1948.250
2025-01-30;2025-01-30;5484071840;COOP KONSUM /25-01-29;-154.350;2058.250
2025-01-30;2025-01-30;5484024459;SL          /25-01-29;-86.000;2212.600
2025-01-30;2025-01-30;5490990789;46736227759;240.000;2298.600
2025-01-29;2025-01-29;5484286021;SL          /25-01-28;-86.000;2058.600
2025-01-28;2025-01-28;5484071542;ICA NARA BER/25-01-27;-60.000;2144.600
2025-01-27;2025-01-27;5484744625;PIZZERIA RUN/25-01-26;-260.000;2204.600
2025-01-27;2025-01-26;5484672202;COOP KONSUM /25-01-25;-75.450;2464.600
2025-01-27;2025-01-26;5484636169;SL          /25-01-25;-86.000;2540.050
2025-01-27;2025-01-25;5484354947;COOP KONSUM /25-01-24;-322.370;2626.050
2025-01-27;2025-01-25;5490990789;46720388884;-855.000;2948.420
2025-01-23;2025-01-23;5484480284;COOR POSTNOR/25-01-22;-110.000;3803.420
2025-01-22;2025-01-22;5484854617;COOP KONSUM /25-01-21;-193.660;3913.420
2025-01-22;2025-01-22;5490990789;AB STORSTOCK;-43.000;4107.080
2025-01-22;2025-01-22;5490990789;AB STORSTOCK;-43.000;4150.080
2025-01-21;2025-01-21;5490990004;PETER HENELL;3000.000;4193.080
2025-01-20;2025-01-19;5490990789;AB STORSTOCK;-43.000;1193.080
2025-01-20;2025-01-18;5484201086;COOP KONSUM /25-01-17;-478.180;1236.080
2025-01-16;2025-01-16;5484867359;COOR POSTNOR/25-01-15;-110.000;1714.260
2025-01-15;2025-01-15;5484495939;ICA NARA BER/25-01-14;-20.500;1824.260
2025-01-15;2025-01-15;5490990789;AB STORSTOCK;-43.000;1844.760
2025-01-15;2025-01-15;5490990789;AB STORSTOCK;-43.000;1887.760
2025-01-15;2025-01-15;5490990789;AB STORSTOCK;-43.000;1930.760
2025-01-13;2025-01-13;5484141517;COOP KONSUM /25-01-12;-399.580;1973.760
2025-01-13;2025-01-13;5484797694;BERGSHAMRA P/25-01-12;-125.000;2373.340
2025-01-13;2025-01-12;5484849162;RESTAURANG S/25-01-11;-433.000;2498.340
2025-01-13;2025-01-11;5490990004;PETER HENELL;2000.000;2931.340
2025-01-09;2025-01-09;5484754842;COOR POSTNOR/25-01-08;-110.000;931.340
2025-01-08;2025-01-08;5484020159;APOTEKSGRUPP/25-01-07;-40.620;1041.340
2025-01-08;2025-01-08;5484546664;COOP KONSUM /25-01-07;-118.900;1081.960
2025-01-08;2025-01-08;5490990789;AB STORSTOCK;-43.000;1200.860
2025-01-08;2025-01-08;5490990789;AB STORSTOCK;-43.000;1243.860
2025-01-07;2025-01-07;5484834511;COOP KONSUM /25-01-06;-273.360;1286.860
2025-01-07;2025-01-06;5484283423;BERGSHAMRA P/25-01-05;-142.000;1560.220
2025-01-07;2025-01-05;5484265855;ICA KVANTUM /25-01-04;-10.000;1702.220
2025-01-07;2025-01-04;5484876989;SYSTEMBOLAGE/25-01-04;-1538.000;1712.220
2025-01-07;2025-01-04;5490990004;PETER HENELL;1000.000;3250.220
2025-01-07;2025-01-04;5490990789;AB STORSTOCK;-42.000;2250.220
2025-01-02;2025-01-01;5484759927;COOP KONSUM /24-12-31;-294.460;2292.220
2025-01-02;2025-01-01;5484719723;SL          /24-12-31;-42.000;2586.680
2025-01-02;2024-12-31;5484636270;SL          /24-12-30;-42.000;2628.680
2024-12-30;2024-12-31;0000000000;RÄNTA;4.110;2670.680
2024-12-27;2024-12-26;5484385593;SL          /24-12-25;-42.000;2666.570
2024-12-27;2024-12-25;5484453355;SL          /24-12-24;-42.000;2708.570
2024-12-27;2024-12-24;5484055425;SYSTEMBOLAGE/24-12-23;-800.000;2750.570
2024-12-27;2024-12-24;5484340033;CLAS OHLSON /24-12-23;-283.800;3550.570
2024-12-27;2024-12-24;5484328095;SL          /24-12-23;-84.000;3834.370
2024-12-23;2024-12-23;5490990004;PETER HENELL;2000.000;3918.370
2024-12-23;2024-12-22;5484858134;SL          /24-12-21;-84.000;1918.370
2024-12-23;2024-12-21;5484258110;PAYPAL  STAR/24-12-20;-388.640;2002.370
2024-12-23;2024-12-21;5484258109;PAYPAL  STAR/24-12-20;-388.640;2391.010
2024-12-23;2024-12-21;5484791848;COOP KONSUM /24-12-20;-109.850;2779.650
2024-12-16;2024-12-15;5484509735;SYSTEMBOLAGE/24-12-14;-1675.000;2889.500
2024-12-16;2024-12-15;5484304820;SUSHI BAR KI/24-12-14;-145.000;4564.500
2024-12-16;2024-12-15;5484269067;COOP KONSUM /24-12-14;-172.250;4709.500
2024-12-16;2024-12-15;5484211577;SL          /24-12-14;-42.000;4881.750
2024-12-16;2024-12-14;5484558458;COOP KONSUM /24-12-13;-614.550;4923.750
2024-12-16;2024-12-14;5490990004;PETER HENELL;2000.000;5538.300
2024-12-13;2024-12-13;5484635585;RESTAURANG S/24-12-12;-135.000;3538.300
2024-12-12;2024-12-12;5484484697;RESTAURANG A/24-12-11;-32.000;3673.300
2024-12-12;2024-12-12;5484445178;NONNI SUSHI /24-12-11;-144.000;3705.300
2024-12-12;2024-12-12;5484038080;SL          /24-12-11;-126.000;3849.300
2024-12-12;2024-12-12;5484368015;THE DUBLINER/24-12-11;-252.000;3975.300
2024-12-11;2024-12-11;5484261434;7-ELEVEN 461/24-12-11;-22.000;4227.300
2024-12-10;2024-12-10;5484236966;PIZZERIA RUN/24-12-09;-275.000;4249.300
2024-12-09;2024-12-09;5484736472;BERGSHAMRA P/24-12-08;-119.000;4524.300
2024-12-05;2024-12-05;5484427784;COOR POSTNOR/24-12-04;-110.000;4643.300
2024-12-05;2024-12-05;5484077370;COOP KONSUM /24-12-04;-66.590;4753.300
2024-12-05;2024-12-05;5484040362;SL          /24-12-04;-84.000;4819.890
2024-12-04;2024-12-04;5484157377;COOP KONSUM /24-12-03;-333.970;4903.890
2024-12-02;2024-12-02;5484850670;SL          /24-12-01;-84.000;5237.860
2024-12-02;2024-12-01;5484081521;BERGSHAMRA P/24-11-30;-119.000;5321.860
2024-11-29;2024-11-29;5484732752;COOP KONSUM /24-11-28;-272.500;5440.860
2024-11-28;2024-11-28;5484583801;THE BISHOPS /24-11-27;-82.000;5713.360
2024-11-28;2024-11-28;5484070513;THE FLYING D/24-11-27;-79.000;5795.360
2024-11-28;2024-11-28;5484064755;NONNI SUSHI /24-11-27;-179.000;5874.360
2024-11-28;2024-11-28;5484540687;SL          /24-11-27;-126.000;6053.360
2024-11-27;2024-11-27;5490990789;46705979742;-500.000;6179.360
2024-11-26;2024-11-26;5490990004;PETER HENELL;6000.000;6679.360
2024-11-25;2024-11-24;5484734584;BERGSHAMRA P/24-11-22;-119.000;679.360
2024-11-25;2024-11-23;5484860324;SYSTEMBOLAGE/24-11-22;-780.000;798.360
2024-11-25;2024-11-23;5484643156;HEMKOP MORBY/24-11-22;-333.470;1578.360
2024-11-25;2024-11-23;5484597628;COOP KONSUM /24-11-22;-58.950;1911.830
2024-11-25;2024-11-23;5484535814;SL          /24-11-22;-42.000;1970.780
2024-11-22;2024-11-22;5484157513;RESTAURANG S/24-11-21;-298.000;2012.780
2024-11-22;2024-11-22;5484690028;COOP KONSUM /24-11-21;-62.570;2310.780
2024-11-20;2024-11-20;5484154591;PIZZERIA MAE/24-11-18;-140.000;2373.350
2024-11-20;2024-11-20;5484383600;COOP KONSUM /24-11-19;-260.580;2513.350
2024-11-19;2024-11-19;5484199095;ALEWALDS SPO/24-11-18;-1092.000;2773.930
2024-11-19;2024-11-19;5484712770;SL          /24-11-18;-84.000;3865.930
2024-11-18;2024-11-18;5490990004;PETER HENELL;3000.000;3949.930
2024-11-18;2024-11-16;5484174404;COOP KONSUM /24-11-15;-291.490;949.930
2024-11-18;2024-11-16;5484119360;SL          /24-11-15;-84.000;1241.420
2024-11-14;2024-11-14;5484270339;SL          /24-11-13;-84.000;1325.420
2024-11-14;2024-11-14;5484848189;COOR POSTNOR/24-11-13;-110.000;1409.420
2024-11-13;2024-11-13;5484383975;COOP KONSUM /24-11-12;-42.500;1519.420
2024-11-12;2024-11-12;5484860493;PIZZERIA RUN/24-11-11;-235.000;1561.920
2024-11-11;2024-11-11;5484649052;SL          /24-11-10;-84.000;1796.920
2024-11-11;2024-11-10;5484533398;RESTAURANG S/24-11-08;-219.000;1880.920
2024-11-07;2024-11-07;5484071780;RESTAURANG S/24-11-06;-298.000;2099.920
2024-11-05;2024-11-05;5484733627;SYSTEMBOLAGE/24-11-04;-1761.000;2397.920
2024-11-05;2024-11-05;5484659947;SL          /24-11-04;-42.000;4158.920
2024-11-04;2024-11-04;5484814140;COOP KONSUM /24-11-03;-113.000;4200.920
2024-11-04;2024-11-04;5490990004;PETER HENELL;3000.000;4313.920
2024-10-31;2024-10-31;5484601497;NONNI SUSHI /24-10-30;-179.000;1313.920
2024-10-31;2024-10-31;5484742407;COOP KONSUM /24-10-30;-87.040;1492.920
2024-10-31;2024-10-31;5484686079;SL          /24-10-30;-42.000;1579.960
2024-10-29;2024-10-29;5484695719;RG21        /24-10-28;-149.000;1621.960
2024-10-29;2024-10-29;5484323161;SL          /24-10-28;-84.000;1770.960
2024-10-28;2024-10-28;5484755544;CIRCLE K SOL/24-10-27;-251.260;1854.960
2024-10-28;2024-10-28;5484442043;SL          /24-10-27;-42.000;2106.220
2024-10-28;2024-10-27;5484876284;CIRCLE K SOL/24-10-26;-1390.000;2148.220
2024-10-28;2024-10-27;5484534732;SL          /24-10-26;-42.000;3538.220
2024-10-28;2024-10-26;5484822154;RESTAURANG S/24-10-25;-333.000;3580.220
2024-10-24;2024-10-24;5484400266;APOTEKSGRUPP/24-10-23;-764.810;3913.220
2024-10-24;2024-10-24;5484862079;SL          /24-10-23;-42.000;4678.030
2024-10-23;2024-10-23;5484443569;OKQ8        /24-10-22;-219.870;4720.030
2024-10-23;2024-10-23;5484344210;MAXI ICA STO/24-10-22;-41.950;4939.900
2024-10-23;2024-10-23;5484120901;SL          /24-10-22;-84.000;4981.850
2024-10-23;2024-10-23;5490990004;PETER HENELL;3000.000;5065.850
2024-10-21;2024-10-21;5490990789;46702984673;-900.000;2065.850
2024-10-21;2024-10-21;5484034576;MAXI ICA STO/24-10-20;-71.700;2965.850
2024-10-21;2024-10-21;5490990789;APOTEKET AB;-259.000;3037.550
2024-10-21;2024-10-19;5484236759;CHOPCHOP ROS/24-10-18;-166.000;3296.550
2024-10-18;2024-10-18;5484662504;SL          /24-10-16;-126.000;3462.550
2024-10-18;2024-10-18;5484041148;ICA NARA BER/24-10-17;-14.500;3588.550
2024-10-17;2024-10-17;5484513958;THE BISHOPS /24-10-16;-512.400;3603.050
2024-10-17;2024-10-17;5484513951;THE BISHOPS /24-10-16;-314.000;4115.450
2024-10-17;2024-10-17;5484513947;THE BISHOPS /24-10-16;-105.000;4429.450
2024-10-17;2024-10-17;5484045383;ASPLUND PA T/24-10-16;-135.000;4534.450
2024-10-17;2024-10-17;5490990789;CS-ONLINE A/;-3418.000;4669.450
2024-10-17;2024-10-17;5490990004;PETER HENELL;5000.000;8087.450
2024-10-16;2024-10-16;5490990789;46761167231;-100.000;3087.450
2024-10-16;2024-10-16;5490990004;PETER HENELL;3000.000;3187.450
2024-10-14;2024-10-12;5484747983;RESTAURANG S/24-10-11;-219.000;187.450
2024-10-14;2024-10-12;5484747977;RESTAURANG S/24-10-11;-135.000;406.450
2024-10-14;2024-10-12;5484332543;COOP KONSUM /24-10-11;-374.970;541.450
2024-10-11;2024-10-11;5484347865;SL          /24-10-09;-42.000;916.420
2024-10-10;2024-10-10;5484770185;COOR POSTNOR/24-10-09;-110.000;958.420
2024-10-08;2024-10-08;5484350336;COOP KONSUM /24-10-07;-96.900;1068.420
2024-10-07;2024-10-06;5484066386;COOP KONSUM /24-10-05;-153.300;1165.320
2024-10-07;2024-10-05;5484355183;RESTAURANG S/24-10-04;-135.000;1318.620
2024-10-07;2024-10-05;5484802622;COOP KONSUM /24-10-04;-100.900;1453.620
2024-10-03;2024-10-03;5484548219;KEBBAB KUNGE/24-10-01;-355.000;1554.520
2024-10-02;2024-10-02;5490990789;46721428359;-400.000;1909.520
2024-09-30;2024-09-30;5484561869;COOP KONSUM /24-09-29;-376.490;2309.520
2024-09-30;2024-09-30;5484218787;BERGSHAMRA P/24-09-29;-107.000;2686.010
2024-09-30;2024-09-28;5484701259;RESTAURANG S/24-09-27;-298.000;2793.010
2024-09-30;2024-09-28;5484267910;COOP KONSUM /24-09-27;-48.320;3091.010
2024-09-27;2024-09-27;5484388780;COOP KONSUM /24-09-26;-84.060;3139.330
2024-09-26;2024-09-26;5484363877;RESTAURANG A/24-09-25;-30.000;3223.390
2024-09-26;2024-09-26;5484362677;COOR POSTNOR/24-09-25;-110.000;3253.390
2024-09-24;2024-09-24;5484459778;APOTEKSGRUPP/24-09-23;-81.240;3363.390
2024-09-24;2024-09-24;5484083906;COOP KONSUM /24-09-23;-176.110;3444.630
2024-09-23;2024-09-23;5484785300;GATEAU CITY /24-09-21;-113.000;3620.740
2024-09-23;2024-09-23;5484501225;RESTAURANG K/24-09-22;-324.450;3733.740
2024-09-23;2024-09-23;5490990004;PETER HENELL;3000.000;4058.190
2024-09-23;2024-09-22;5484819122;NYNÄSHAMNS K/24-09-21;-199.000;1058.190
2024-09-23;2024-09-21;5484823006;COOP KONSUM /24-09-20;-197.900;1257.190
2024-09-23;2024-09-21;5484514642;BLIDOESUNDSB/24-09-21;-238.000;1455.090
2024-09-23;2024-09-21;5490990789;AB STORSTOCK;-104.000;1693.090
2024-09-20;2024-09-20;5484244003;COOP KONSUM /24-09-19;-8.040;1797.090
2024-09-18;2024-09-18;5490990789;46762051027;-129.000;1805.130
2024-09-17;2024-09-17;5484056170;SYSTEMBOLAGE/24-09-16;-1086.000;1934.130
2024-09-17;2024-09-17;5484066435;COOP KONSUM /24-09-16;-185.820;3020.130
2024-09-16;2024-09-14;5484417185;COOP KONSUM /24-09-13;-197.550;3205.950
2024-09-16;2024-09-14;5484417169;COOP KONSUM /24-09-13;-241.330;3403.500
2024-09-11;2024-09-11;5484624289;RESTAURANG S/24-09-10;-135.000;3644.830
2024-09-11;2024-09-11;5484275881;COOP KONSUM /24-09-10;-193.800;3779.830
2024-09-09;2024-09-09;5484494995;AH GLASSBAR /24-09-08;-110.000;3973.630
2024-09-09;2024-09-09;5484179979;BRICKYARD   /24-09-08;-176.000;4083.630
2024-09-09;2024-09-09;5484451308;RESTAURANG E/24-09-08;-233.000;4259.630
2024-09-09;2024-09-07;5484308049;BERGSHAMRA P/24-09-06;-107.000;4492.630
2024-09-06;2024-09-06;5484715562;COOP KONSUM /24-09-05;-9.500;4599.630
2024-09-05;2024-09-05;5484357161;COOP KONSUM /24-09-04;-19.000;4609.130
2024-09-05;2024-09-05;5484357101;COOP KONSUM /24-09-04;-52.950;4628.130
2024-09-04;2024-09-04;5490990789;46708338938;-1000.000;4681.080
2024-09-04;2024-09-04;5490990789;46720388884;-5000.000;5681.080
2024-09-04;2024-09-04;5490990004;PETER HENELL;9000.000;10681.080
2024-09-04;2024-09-04;5490990789;AB STORSTOCK;-1020.000;1681.080
2024-09-03;2024-09-03;5484196590;BERGSHAMRA P/24-09-02;-135.000;2701.080
2024-09-02;2024-09-02;5484547771;BODO        /24-09-01;-38.950;2836.080
2024-09-02;2024-09-02;5484517685;BODOE       /24-09-01;-45.940;2875.030
2024-09-02;2024-09-02;5484517497;GARDERMOEN  /24-09-01;-523.800;2920.970
2024-09-02;2024-08-31;5484028196;SALTSTRAUMEN/24-08-30;-198.550;3444.770
2024-08-30;2024-08-30;5484753837;BODOE       /24-08-29;-150.100;3643.320
2024-08-30;2024-08-30;5484591706;SALTSTRAUMEN/24-08-29;-2321.970;3793.420
2024-08-30;2024-08-30;5484441649;OKQ8        /24-08-28;-40.000;6115.390
2024-08-29;2024-08-29;5484523465;RESTAURANG A/24-08-28;-30.000;6155.390
2024-08-29;2024-08-29;5484522281;COOR POSTNOR/24-08-28;-110.000;6185.390
2024-08-29;2024-08-29;5490990004;PETER HENELL;5000.000;6295.390
2024-08-28;2024-08-28;5484110028;SYSTEMBOLAGE/24-08-27;-1221.600;1295.390
2024-08-27;2024-08-27;5484324275;SUSHI KOYAMA/24-08-26;-150.000;2516.990
2024-08-27;2024-08-27;5484304722;GLASSTRAPPSB/24-08-26;-65.000;2666.990
2024-08-27;2024-08-27;5484856309;COOP KONSUM /24-08-26;-51.950;2731.990
2024-08-26;2024-08-25;5484386043;RESTAURANG S/24-08-24;-294.000;2783.940
2024-08-26;2024-08-25;5484138408;COOP KONSUM /24-08-24;-84.150;3077.940
2024-08-26;2024-08-24;5484571125;BERGSHAMRA K/24-08-23;-600.000;3162.090
2024-08-26;2024-08-24;5484592727;COOP KONSUM /24-08-23;-12.950;3762.090
2024-08-26;2024-08-24;5484592632;COOP KONSUM /24-08-23;-102.650;3775.040
2024-08-26;2024-08-24;5490990004;PETER HENELL;2000.000;3877.690
2024-08-23;2024-08-23;5484700372;COOP KONSUM /24-08-22;-31.000;1877.690
2024-08-22;2024-08-22;5484278530;COOR POSTNOR/24-08-21;-110.000;1908.690
2024-08-21;2024-08-21;5484628594;COOP KONSUM /24-08-20;-90.710;2018.690
2024-08-19;2024-08-17;5484798207;COOP KONSUM /24-08-16;-394.530;2109.400
2024-08-16;2024-08-16;5484071569;OKQ8        /24-08-14;-40.000;2503.930
2024-08-16;2024-08-16;5484650747;COOP KONSUM /24-08-15;-42.500;2543.930
2024-08-15;2024-08-15;5484257319;COOR POSTNOR/24-08-14;-110.000;2586.430
2024-08-14;2024-08-14;5484849321;PRESSKLUBBEN/24-08-13;-320.250;2696.430
2024-08-14;2024-08-14;5484519838;COOP KONSUM /24-08-13;-31.000;3016.680
2024-08-13;2024-08-13;5484582077;COOP KONSUM /24-08-12;-219.200;3047.680
2024-08-13;2024-08-13;5484581983;COOP KONSUM /24-08-12;-31.000;3266.880
2024-08-13;2024-08-13;5490990789;46702214989;-120.000;3297.880
2024-08-12;2024-08-11;5484178011;COOP KONSUM /24-08-10;-264.430;3417.880
2024-08-12;2024-08-10;5484845053;COOP KONSUM /24-08-09;-31.000;3682.310
2024-08-09;2024-08-09;5484673936;COOR POSTNOR/24-08-08;-110.000;3713.310
2024-08-09;2024-08-09;5484734665;COOP KONSUM /24-08-08;-45.950;3823.310
2024-08-08;2024-08-08;5484473943;SCANDIC CONT/24-08-07;-192.000;3869.260
2024-08-08;2024-08-08;5484473935;SCANDIC CONT/24-08-07;-59.000;4061.260
2024-08-08;2024-08-08;5484407911;COOR POSTNOR/24-08-07;-110.000;4120.260
2024-08-08;2024-08-08;5490990789;46720388884;-60.000;4230.260
2024-08-07;2024-08-07;5484583873;COOP KONSUM /24-08-06;-31.000;4290.260
2024-08-07;2024-08-07;5484583813;COOP KONSUM /24-08-06;-45.900;4321.260
2024-08-06;2024-08-06;5484668616;SL          /24-08-04;-84.000;4367.160
2024-08-06;2024-08-06;5484341401;XXL SPORT & /24-08-05;-199.000;4451.160
2024-08-06;2024-08-06;5484793393;ICA NARA BER/24-08-05;-31.000;4650.160
2024-08-05;2024-08-05;5490990789;AB STORSTOCK;-1020.000;4681.160
2024-08-05;2024-08-04;5484858295;SL          /24-08-02;-84.000;5701.160
2024-08-05;2024-08-04;5484276209;COOP KONSUM /24-08-03;-301.360;5785.160
2024-08-05;2024-08-03;5484083792;MELARPAVILJO/24-08-02;-178.000;6086.520
2024-08-05;2024-08-03;5484746376;ZETTLE  KLAR/24-08-02;-170.000;6264.520
2024-08-05;2024-08-03;5484650738;PRIME BURGER/24-08-02;-290.850;6434.520
2024-08-02;2024-08-02;5484187235;ICA NARA BER/24-08-01;-25.000;6725.370
2024-07-31;2024-07-31;5484567017;OKQ8        /24-07-28;-35.000;6750.370
2024-07-30;2024-07-30;5484101368;BAUHAUS UPPS/24-07-29;-59.940;6785.370
2024-07-30;2024-07-30;5484682076;PIZZERIA RUN/24-07-29;-95.000;6845.310
2024-07-30;2024-07-30;5484500854;ICA NARA BER/24-07-29;-25.000;6940.310
2024-07-30;2024-07-30;5484459236;EKO UPPSALA /24-07-29;-19.960;6965.310
2024-07-30;2024-07-30;5490990789;46702984673;270.000;6985.270
2024-07-30;2024-07-30;5490990004;PETER HENELL;3000.000;6715.270
2024-07-29;2024-07-29;5484542675;MAXI ICA STO/24-07-28;-189.700;3715.270
2024-07-29;2024-07-29;5490990004;PETER HENELL;3000.000;3904.970
2024-07-29;2024-07-28;5484374265;SL          /24-07-26;-84.000;904.970
2024-07-29;2024-07-28;5484491259;ICA NARA BER/24-07-27;-418.700;988.970
2024-07-29;2024-07-28;5490990789;JIGHEAD AB;-100.000;1407.670
2024-07-29;2024-07-27;5484677251;SOEDER SPORT/24-07-26;-968.000;1507.670
2024-07-29;2024-07-27;5484643772;SYSTEMBOLAGE/24-07-26;-797.100;2475.670
2024-07-29;2024-07-27;5484081536;HEMKOP STOCK/24-07-26;-112.090;3272.770
2024-07-26;2024-07-26;5484213826;COOP KONSUM /24-07-25;-27.430;3384.860
2024-07-25;2024-07-25;5484636626;COOP KONSUM /24-07-24;-38.450;3412.290
2024-07-24;2024-07-24;5484016533;APOTEKSGRUPP/24-07-23;-81.240;3450.740
2024-07-24;2024-07-24;5484628172;ICA NARA BER/24-07-23;-31.000;3531.980
2024-07-24;2024-07-24;5484548058;COOP KONSUM /24-07-23;-149.430;3562.980
2024-07-22;2024-07-22;5484253755;QSTAR KATRIN/24-07-21;-789.990;3712.410
2024-07-22;2024-07-21;5484179346;MAXI ICA STO/24-07-20;-9.900;4502.400
2024-07-22;2024-07-21;5490990004;PETER HENELL;3000.000;4512.300
2024-07-22;2024-07-20;5484150928;VALLASTREETF/24-07-19;-179.000;1512.300
2024-07-22;2024-07-20;5484523814;IKEA LINKOPI/24-07-19;-17.000;1691.300
2024-07-22;2024-07-20;5484515345;BOSSES GLASS/24-07-19;-60.000;1708.300
2024-07-22;2024-07-20;5490990789;PROCESSED BY;-1614.070;1768.300
2024-07-22;2024-07-20;5490990004;PETER HENELL;2000.000;3382.370
2024-07-22;2024-07-20;5490990789;46768847083;-600.000;1382.370
2024-07-19;2024-07-19;5490990789;46704984981;-70.000;1982.370
2024-07-16;2024-07-16;5484729068;MATPIRATEN K/24-07-15;-227.560;2052.370
2024-07-15;2024-07-15;5484020827;PIZZERIA NOB/24-07-14;-109.000;2279.930
2024-07-15;2024-07-13;5484667536;ICA SUPERMAR/24-07-12;-33.950;2388.930
2024-07-12;2024-07-12;5484050415;MAXI ICA STO/24-07-11;-397.720;2422.880
2024-07-12;2024-07-12;5484050413;MAXI ICA STO/24-07-11;-392.810;2820.600
2024-07-11;2024-07-11;5490990789;46768847083;425.000;3213.410
2024-07-09;2024-07-09;5490990789;KLARNA BANK;-1087.250;2788.410
2024-07-09;2024-07-09;5490990004;PETER HENELL;2000.000;3875.660
2024-07-08;2024-07-08;5484569713;ICA SUPERMAR/24-07-07;-320.600;1875.660
2024-07-04;2024-07-04;5484346002;MAXI ICA STO/24-07-03;-814.220;2196.260
2024-07-03;2024-07-03;5484797633;PIZZERIA RUN/24-07-01;-115.000;3010.480
2024-07-03;2024-07-03;5484685430;SL          /24-07-01;-84.000;3125.480
2024-07-03;2024-07-03;5484126167;RESTAURANG S/24-07-02;-135.000;3209.480
2024-07-03;2024-07-03;5484125354;PIZZERIA RUN/24-07-02;-115.000;3344.480
2024-07-03;2024-07-03;5484719789;ICA NARA BER/24-07-02;-23.900;3459.480
2024-07-03;2024-07-03;5484633616;COOP KONSUM /24-07-02;-34.000;3483.380
2024-07-02;2024-07-02;5484449633;WALLOXEN    /24-06-28;-333.000;3517.380
2024-07-02;2024-07-02;5484540652;T-JARLEN STO/24-07-01;-31.000;3850.380
2024-07-02;2024-07-02;5484408437;ICA NARA BER/24-07-01;-20.000;3881.380
2024-07-01;2024-07-01;5484640960;COOP KONSUM /24-06-30;-31.000;3901.380
2024-07-01;2024-07-01;5484640948;COOP KONSUM /24-06-30;-34.950;3932.380
2024-07-01;2024-07-01;5490990004;PETER HENELL;3000.000;3967.330
2024-07-01;2024-06-30;5484596373;COOP KONSUM /24-06-29;-148.380;967.330
2024-07-01;2024-06-29;5484461766;NMB SMATT O /24-06-28;-71.880;1115.710
2024-07-01;2024-06-29;5484376785;THE KING S F/24-06-27;-300.000;1187.590
2024-07-01;2024-06-29;5484369908;COOP KONSUM /24-06-28;-19.000;1487.590
2024-06-28;2024-06-28;5484538069;THE DUBLINER/24-06-27;-89.000;1506.590
2024-06-28;2024-06-28;5484868236;COOP KONSUM /24-06-27;-34.000;1595.590
2024-06-28;2024-06-28;5490990789;46738674668;165.000;1629.590
2024-06-26;2024-06-26;5484611470;GLASSTRAPPSB/24-06-25;-65.000;1464.590
2024-06-26;2024-06-26;5484275979;T-JARLEN STO/24-06-25;-92.210;1529.590
2024-06-26;2024-06-26;5484130905;ICA NARA BER/24-06-25;-75.910;1621.800
2024-06-25;2024-06-25;5484182529;7-ELEVEN 401/24-06-24;-35.000;1697.710
2024-06-25;2024-06-25;5484512528;SUSHI KING  /24-06-24;-149.000;1732.710
2024-06-25;2024-06-25;5484300284;HEMKOP STOCK/24-06-24;-60.850;1881.710
2024-06-24;2024-06-24;5484406254;COOP KONSUM /24-06-23;-128.510;1942.560
2024-06-24;2024-06-24;5484406171;COOP KONSUM /24-06-23;-38.000;2071.070
2024-06-24;2024-06-24;5490990789;AB STORSTOCK;-455.000;2109.070
2024-06-24;2024-06-24;5490990789;QLIRO AB;-590.000;2564.070
